no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
566,7,3,2.1642399540084116,1127.637,786.3740000000003,1718.0780000000002,,,166.79399999999998,187.98999999999998,1459.598,150.55400000000003,,71.206,,1.0,0.25,0.75,7.5,7401.755999565121,
567,7,0,2.351665242368133,536.6229999999998,1522.1409999999998,932.0840000000001,,,,581.2459999999999,2770.202,8194.607,,105.084,,,0.5,1.0,7.25,5835.675001382825,
567,7,1,3.5226334123392955,1052.414,4033.676,2111.1359999999995,,,789.73,298.98199999999997,1112.9840000000002,137.781,,9.317,,4.0,0.6,1.0,7.4,5640.406001091005,2.0
567,7,2,2.1642399540084116,1127.637,786.3740000000003,1718.0780000000002,,,166.79399999999998,187.98999999999998,1459.598,150.55400000000003,,71.206,,1.0,0.25,0.75,7.5,7401.755999565121,
567,7,3,2.9808823529411765,1421.825999999999,2381.549,2304.9399999999996,,,36.243,227.182,1450.0049999999999,128.398,,20.074,,1.0,0.2,1.0,7.2,7496.890001058575,1.0
568,7,0,3.5226334123392955,1052.414,4033.676,2111.1359999999995,,,789.73,298.98199999999997,1112.9840000000002,137.781,,9.317,,4.0,0.6,1.0,7.4,5640.406001091005,2.0
568,7,1,2.1642399540084116,1127.637,786.3740000000003,1718.0780000000002,,,166.79399999999998,187.98999999999998,1459.598,150.55400000000003,,71.206,,1.0,0.25,0.75,7.5,7401.755999565121,
568,7,2,2.9808823529411765,1421.825999999999,2381.549,2304.9399999999996,,,36.243,227.182,1450.0049999999999,128.398,,20.074,,1.0,0.2,1.0,7.2,7496.890001058575,1.0
568,7,3,3.836064425770309,266.793,713.275,1895.0529999999999,,,67.05900000000001,44.382,1153.222,,,,,1.0,-0.6,0.8,7.0,4548.271001815795,1.0
569,7,0,2.1642399540084116,1127.637,786.3740000000003,1718.0780000000002,,,166.79399999999998,187.98999999999998,1459.598,150.55400000000003,,71.206,,1.0,0.25,0.75,7.5,7401.755999565121,
569,7,1,2.9808823529411765,1421.825999999999,2381.549,2304.9399999999996,,,36.243,227.182,1450.0049999999999,128.398,,20.074,,1.0,0.2,1.0,7.2,7496.890001058575,1.0
569,7,2,3.836064425770309,266.793,713.275,1895.0529999999999,,,67.05900000000001,44.382,1153.222,,,,,1.0,-0.6,0.8,7.0,4548.271001815795,1.0
569,7,3,4.539355148839198,242.99699999999996,1812.7340000000002,778.512,,,,43.366,399.05600000000004,15.843,,,,3.0,0.2,1.0,7.0,4252.756000757217,3.0
570,7,0,2.9808823529411765,1421.825999999999,2381.549,2304.9399999999996,,,36.243,227.182,1450.0049999999999,128.398,,20.074,,1.0,0.2,1.0,7.2,7496.890001058575,1.0
570,7,1,3.836064425770309,266.793,713.275,1895.0529999999999,,,67.05900000000001,44.382,1153.222,,,,,1.0,-0.6,0.8,7.0,4548.271001815795,1.0
570,7,2,4.539355148839198,242.99699999999996,1812.7340000000002,778.512,,,,43.366,399.05600000000004,15.843,,,,3.0,0.2,1.0,7.0,4252.756000757217,3.0
570,7,3,0.8853134214670572,147.799,670.5129999999999,1823.6650000000002,,,,101.225,538.17,,,,,,0.25,1.25,7.25,3759.11199951172,1.0
571,7,0,3.836064425770309,266.793,713.275,1895.0529999999999,,,67.05900000000001,44.382,1153.222,,,,,1.0,-0.6,0.8,7.0,4548.271001815795,1.0
571,7,1,4.539355148839198,242.99699999999996,1812.7340000000002,778.512,,,,43.366,399.05600000000004,15.843,,,,3.0,0.2,1.0,7.0,4252.756000757217,3.0
571,7,2,0.8853134214670572,147.799,670.5129999999999,1823.6650000000002,,,,101.225,538.17,,,,,,0.25,1.25,7.25,3759.11199951172,1.0
571,7,3,0.9799902569723544,167.16199999999998,935.6130000000002,1164.872,,,,23.193,1230.794,,,,,,1.0,1.0,7.0,8653.171000480648,
572,7,0,4.539355148839198,242.99699999999996,1812.7340000000002,778.512,,,,43.366,399.05600000000004,15.843,,,,3.0,0.2,1.0,7.0,4252.756000757217,3.0
572,7,1,0.8853134214670572,147.799,670.5129999999999,1823.6650000000002,,,,101.225,538.17,,,,,,0.25,1.25,7.25,3759.11199951172,1.0
572,7,2,0.9799902569723544,167.16199999999998,935.6130000000002,1164.872,,,,23.193,1230.794,,,,,,1.0,1.0,7.0,8653.171000480648,
572,7,3,0.6255694839919435,2459.1079999999993,3043.116,2372.613,,,905.018,48.317,1393.5739999999998,282.70599999999996,206.93699999999998,16.049,,3.0,0.4,1.0,7.0,10594.293999433517,1.0
573,7,0,0.8853134214670572,147.799,670.5129999999999,1823.6650000000002,,,,101.225,538.17,,,,,,0.25,1.25,7.25,3759.11199951172,1.0
573,7,1,0.9799902569723544,167.16199999999998,935.6130000000002,1164.872,,,,23.193,1230.794,,,,,,1.0,1.0,7.0,8653.171000480648,
573,7,2,0.6255694839919435,2459.1079999999993,3043.116,2372.613,,,905.018,48.317,1393.5739999999998,282.70599999999996,206.93699999999998,16.049,,3.0,0.4,1.0,7.0,10594.293999433517,1.0
573,7,3,2.6215543642819203,569.142,1714.0139999999994,4358.969,,,378.202,91.727,813.354,265.778,,4.031,,,0.25,1.0,7.0,6714.672999620438,
574,7,0,0.9799902569723544,167.16199999999998,935.6130000000002,1164.872,,,,23.193,1230.794,,,,,,1.0,1.0,7.0,8653.171000480648,
574,7,1,0.6255694839919435,2459.1079999999993,3043.116,2372.613,,,905.018,48.317,1393.5739999999998,282.70599999999996,206.93699999999998,16.049,,3.0,0.4,1.0,7.0,10594.293999433517,1.0
574,7,2,2.6215543642819203,569.142,1714.0139999999994,4358.969,,,378.202,91.727,813.354,265.778,,4.031,,,0.25,1.0,7.0,6714.672999620438,
574,7,3,2.418573204059626,570.605,3379.9930000000004,2517.9660000000003,,,51.252,186.31799999999998,1933.4999999999998,172.989,,,,,1.0,1.0,6.75,8127.948999881751,
575,7,0,0.6255694839919435,2459.1079999999993,3043.116,2372.613,,,905.018,48.317,1393.5739999999998,282.70599999999996,206.93699999999998,16.049,,3.0,0.4,1.0,7.0,10594.293999433517,1.0
575,7,1,2.6215543642819203,569.142,1714.0139999999994,4358.969,,,378.202,91.727,813.354,265.778,,4.031,,,0.25,1.0,7.0,6714.672999620438,
575,7,2,2.418573204059626,570.605,3379.9930000000004,2517.9660000000003,,,51.252,186.31799999999998,1933.4999999999998,172.989,,,,,1.0,1.0,6.75,8127.948999881751,
575,7,3,4.976967605816774,1072.6889999999996,495.8919999999999,952.045,,,,39.482,1437.1950000000006,141.10899999999998,,57.440999999999995,,,0.4,1.0,7.2,3660.4830000400557,
576,7,0,2.6215543642819203,569.142,1714.0139999999994,4358.969,,,378.202,91.727,813.354,265.778,,4.031,,,0.25,1.0,7.0,6714.672999620438,
576,7,1,2.418573204059626,570.605,3379.9930000000004,2517.9660000000003,,,51.252,186.31799999999998,1933.4999999999998,172.989,,,,,1.0,1.0,6.75,8127.948999881751,
576,7,2,4.976967605816774,1072.6889999999996,495.8919999999999,952.045,,,,39.482,1437.1950000000006,141.10899999999998,,57.440999999999995,,,0.4,1.0,7.2,3660.4830000400557,
576,7,3,3.982876845286387,1124.2949999999996,1120.927,1688.0900000000001,,,,39.147999999999996,1097.9880000000003,,,,,,0.4,1.0,7.2,4691.583999395373,
577,7,0,2.418573204059626,570.605,3379.9930000000004,2517.9660000000003,,,51.252,186.31799999999998,1933.4999999999998,172.989,,,,,1.0,1.0,6.75,8127.948999881751,
577,7,1,4.976967605816774,1072.6889999999996,495.8919999999999,952.045,,,,39.482,1437.1950000000006,141.10899999999998,,57.440999999999995,,,0.4,1.0,7.2,3660.4830000400557,
577,7,2,3.982876845286387,1124.2949999999996,1120.927,1688.0900000000001,,,,39.147999999999996,1097.9880000000003,,,,,,0.4,1.0,7.2,4691.583999395373,
577,7,3,1.815936454856059,606.3839999999999,1391.3229999999999,3120.5530000000003,,,,55.028000000000006,2574.059,206.014,,20.159,,,-0.2,1.0,7.2,7935.848999738692,
578,7,0,4.976967605816774,1072.6889999999996,495.8919999999999,952.045,,,,39.482,1437.1950000000006,141.10899999999998,,57.440999999999995,,,0.4,1.0,7.2,3660.4830000400557,
578,7,1,3.982876845286387,1124.2949999999996,1120.927,1688.0900000000001,,,,39.147999999999996,1097.9880000000003,,,,,,0.4,1.0,7.2,4691.583999395373,
578,7,2,1.815936454856059,606.3839999999999,1391.3229999999999,3120.5530000000003,,,,55.028000000000006,2574.059,206.014,,20.159,,,-0.2,1.0,7.2,7935.848999738692,
578,7,3,2.042744125115081,459.02999999999986,379.3259999999999,,,,148.85,49.449999999999996,319.57,271.42599999999993,,,,1.0,0.8,1.0,7.0,1618.4909994602206,
579,7,0,3.982876845286387,1124.2949999999996,1120.927,1688.0900000000001,,,,39.147999999999996,1097.9880000000003,,,,,,0.4,1.0,7.2,4691.583999395373,
579,7,1,1.815936454856059,606.3839999999999,1391.3229999999999,3120.5530000000003,,,,55.028000000000006,2574.059,206.014,,20.159,,,-0.2,1.0,7.2,7935.848999738692,
579,7,2,2.042744125115081,459.02999999999986,379.3259999999999,,,,148.85,49.449999999999996,319.57,271.42599999999993,,,,1.0,0.8,1.0,7.0,1618.4909994602206,
579,7,3,2.4536708330123544,1072.7299999999998,6544.821000000001,1837.4569999999999,,,13.126000000000001,852.4649999999999,1506.4940000000001,82.572,,,,,0.4,1.0,7.0,8146.620999574656,1.0
580,7,0,1.815936454856059,606.3839999999999,1391.3229999999999,3120.5530000000003,,,,55.028000000000006,2574.059,206.014,,20.159,,,-0.2,1.0,7.2,7935.848999738692,
580,7,1,2.042744125115081,459.02999999999986,379.3259999999999,,,,148.85,49.449999999999996,319.57,271.42599999999993,,,,1.0,0.8,1.0,7.0,1618.4909994602206,
580,7,2,2.4536708330123544,1072.7299999999998,6544.821000000001,1837.4569999999999,,,13.126000000000001,852.4649999999999,1506.4940000000001,82.572,,,,,0.4,1.0,7.0,8146.620999574656,1.0
580,7,3,2.6729802815618178,685.2299999999996,3554.094000000004,762.9350000000001,,,55.257000000000005,46.701,1023.3910000000003,196.31300000000002,,28.097,,2.0,0.8,1.0,7.2,6143.1280026435825,1.0
581,7,0,2.042744125115081,459.02999999999986,379.3259999999999,,,,148.85,49.449999999999996,319.57,271.42599999999993,,,,1.0,0.8,1.0,7.0,1618.4909994602206,
581,7,1,2.4536708330123544,1072.7299999999998,6544.821000000001,1837.4569999999999,,,13.126000000000001,852.4649999999999,1506.4940000000001,82.572,,,,,0.4,1.0,7.0,8146.620999574656,1.0
581,7,2,2.6729802815618178,685.2299999999996,3554.094000000004,762.9350000000001,,,55.257000000000005,46.701,1023.3910000000003,196.31300000000002,,28.097,,2.0,0.8,1.0,7.2,6143.1280026435825,1.0
581,7,3,2.787620996901864,366.35799999999995,1653.3190000000004,1243.039,,,,43.742999999999995,1491.9759999999997,,,4.649,,,0.4,1.0,7.0,4463.335999727246,2.0
582,7,0,2.4536708330123544,1072.7299999999998,6544.821000000001,1837.4569999999999,,,13.126000000000001,852.4649999999999,1506.4940000000001,82.572,,,,,0.4,1.0,7.0,8146.620999574656,1.0
582,7,1,2.6729802815618178,685.2299999999996,3554.094000000004,762.9350000000001,,,55.257000000000005,46.701,1023.3910000000003,196.31300000000002,,28.097,,2.0,0.8,1.0,7.2,6143.1280026435825,1.0
582,7,2,2.787620996901864,366.35799999999995,1653.3190000000004,1243.039,,,,43.742999999999995,1491.9759999999997,,,4.649,,,0.4,1.0,7.0,4463.335999727246,2.0
582,7,3,3.7710903996989713,147.63500000000002,1356.6860000000006,2022.8970000000002,,,,33.187,53.717,,,5.019,,1.0,1.0,1.0,7.0,3577.131999731066,
583,7,0,2.6729802815618178,685.2299999999996,3554.094000000004,762.9350000000001,,,55.257000000000005,46.701,1023.3910000000003,196.31300000000002,,28.097,,2.0,0.8,1.0,7.2,6143.1280026435825,1.0
583,7,1,2.787620996901864,366.35799999999995,1653.3190000000004,1243.039,,,,43.742999999999995,1491.9759999999997,,,4.649,,,0.4,1.0,7.0,4463.335999727246,2.0
583,7,2,3.7710903996989713,147.63500000000002,1356.6860000000006,2022.8970000000002,,,,33.187,53.717,,,5.019,,1.0,1.0,1.0,7.0,3577.131999731066,
583,7,3,4.01374403942835,52.388000000000005,979.8259999999999,,,,,43.589000000000006,265.539,,,,,,1.0,1.0,7.0,1341.7960014343253,
584,7,0,2.787620996901864,366.35799999999995,1653.3190000000004,1243.039,,,,43.742999999999995,1491.9759999999997,,,4.649,,,0.4,1.0,7.0,4463.335999727246,2.0
584,7,1,3.7710903996989713,147.63500000000002,1356.6860000000006,2022.8970000000002,,,,33.187,53.717,,,5.019,,1.0,1.0,1.0,7.0,3577.131999731066,
584,7,2,4.01374403942835,52.388000000000005,979.8259999999999,,,,,43.589000000000006,265.539,,,,,,1.0,1.0,7.0,1341.7960014343253,
584,7,3,2.9079662456813793,415.23900000000003,3841.097999999999,2299.942,,,256.297,43.058,2371.312,783.4639999999998,,,,,0.4,1.0,7.2,9982.987000226969,
585,7,0,3.7710903996989713,147.63500000000002,1356.6860000000006,2022.8970000000002,,,,33.187,53.717,,,5.019,,1.0,1.0,1.0,7.0,3577.131999731066,
585,7,1,4.01374403942835,52.388000000000005,979.8259999999999,,,,,43.589000000000006,265.539,,,,,,1.0,1.0,7.0,1341.7960014343253,
585,7,2,2.9079662456813793,415.23900000000003,3841.097999999999,2299.942,,,256.297,43.058,2371.312,783.4639999999998,,,,,0.4,1.0,7.2,9982.987000226969,
585,7,3,2.1167134877347538,126.5,3363.0660000000007,350.995,,,,61.702999999999996,389.949,19.146,,3.01,,1.0,0.4,1.0,7.4,2261.7730002403264,
586,7,0,4.01374403942835,52.388000000000005,979.8259999999999,,,,,43.589000000000006,265.539,,,,,,1.0,1.0,7.0,1341.7960014343253,
586,7,1,2.9079662456813793,415.23900000000003,3841.097999999999,2299.942,,,256.297,43.058,2371.312,783.4639999999998,,,,,0.4,1.0,7.2,9982.987000226969,
586,7,2,2.1167134877347538,126.5,3363.0660000000007,350.995,,,,61.702999999999996,389.949,19.146,,3.01,,1.0,0.4,1.0,7.4,2261.7730002403264,
586,7,3,1.2149159663865536,384.6809999999999,4934.477,2027.876,,,,46.482,1561.5519999999995,72.052,,,,,0.6,1.0,6.6,8438.16700053215,2.0
587,7,0,2.9079662456813793,415.23900000000003,3841.097999999999,2299.942,,,256.297,43.058,2371.312,783.4639999999998,,,,,0.4,1.0,7.2,9982.987000226969,
587,7,1,2.1167134877347538,126.5,3363.0660000000007,350.995,,,,61.702999999999996,389.949,19.146,,3.01,,1.0,0.4,1.0,7.4,2261.7730002403264,
587,7,2,1.2149159663865536,384.6809999999999,4934.477,2027.876,,,,46.482,1561.5519999999995,72.052,,,,,0.6,1.0,6.6,8438.16700053215,2.0
587,7,3,1.7240619209853028,681.8990000000001,3622.0319999999992,2265.8549999999996,,,31.128,45.771,1197.9380000000003,467.85300000000007,,,,1.0,1.0,1.0,7.25,9992.209000825887,
588,7,0,2.1167134877347538,126.5,3363.0660000000007,350.995,,,,61.702999999999996,389.949,19.146,,3.01,,1.0,0.4,1.0,7.4,2261.7730002403264,
588,7,1,1.2149159663865536,384.6809999999999,4934.477,2027.876,,,,46.482,1561.5519999999995,72.052,,,,,0.6,1.0,6.6,8438.16700053215,2.0
588,7,2,1.7240619209853028,681.8990000000001,3622.0319999999992,2265.8549999999996,,,31.128,45.771,1197.9380000000003,467.85300000000007,,,,1.0,1.0,1.0,7.25,9992.209000825887,
588,7,3,2.635626296211738,15122.509,2041.489,1305.8540000000003,,2562.907,,40.536,2004.768,289.234,,,,1.0,1.0,1.0,7.2,8335.326000928884,
589,8,0,1.2149159663865536,384.6809999999999,4934.477,2027.876,,,,46.482,1561.5519999999995,72.052,,,,,0.6,1.0,6.6,8438.16700053215,2.0
589,8,1,1.7240619209853028,681.8990000000001,3622.0319999999992,2265.8549999999996,,,31.128,45.771,1197.9380000000003,467.85300000000007,,,,1.0,1.0,1.0,7.25,9992.209000825887,
589,8,2,2.635626296211738,15122.509,2041.489,1305.8540000000003,,2562.907,,40.536,2004.768,289.234,,,,1.0,1.0,1.0,7.2,8335.326000928884,
589,8,3,4.684202535194868,845.9520000000001,4366.47,1495.1719999999996,,,352.317,121.05699999999999,333.25600000000003,1115.5240000000001,,8.035,,4.0,0.4,1.0,7.2,3992.0679993629456,1.0
590,7,0,1.7240619209853028,681.8990000000001,3622.0319999999992,2265.8549999999996,,,31.128,45.771,1197.9380000000003,467.85300000000007,,,,1.0,1.0,1.0,7.25,9992.209000825887,
590,7,1,2.635626296211738,15122.509,2041.489,1305.8540000000003,,2562.907,,40.536,2004.768,289.234,,,,1.0,1.0,1.0,7.2,8335.326000928884,
590,7,2,4.684202535194868,845.9520000000001,4366.47,1495.1719999999996,,,352.317,121.05699999999999,333.25600000000003,1115.5240000000001,,8.035,,4.0,0.4,1.0,7.2,3992.0679993629456,1.0
590,7,3,4.484102912294093,716.0859999999998,2689.6099999999988,,,,,55.55799999999999,124.62100000000001,,,,,,1.0,1.0,8.0,1809.505997896195,1.0
591,7,0,2.635626296211738,15122.509,2041.489,1305.8540000000003,,2562.907,,40.536,2004.768,289.234,,,,1.0,1.0,1.0,7.2,8335.326000928884,
591,7,1,4.684202535194868,845.9520000000001,4366.47,1495.1719999999996,,,352.317,121.05699999999999,333.25600000000003,1115.5240000000001,,8.035,,4.0,0.4,1.0,7.2,3992.0679993629456,1.0
591,7,2,4.484102912294093,716.0859999999998,2689.6099999999988,,,,,55.55799999999999,124.62100000000001,,,,,,1.0,1.0,8.0,1809.505997896195,1.0
591,7,3,2.611555779336526,13619.168,3288.9119999999994,864.042,,,,34.075,2141.0219999999995,27.316,,,,,1.0,1.0,7.2,4989.77799963951,2.0
592,7,0,4.684202535194868,845.9520000000001,4366.47,1495.1719999999996,,,352.317,121.05699999999999,333.25600000000003,1115.5240000000001,,8.035,,4.0,0.4,1.0,7.2,3992.0679993629456,1.0
592,7,1,4.484102912294093,716.0859999999998,2689.6099999999988,,,,,55.55799999999999,124.62100000000001,,,,,,1.0,1.0,8.0,1809.505997896195,1.0
592,7,2,2.611555779336526,13619.168,3288.9119999999994,864.042,,,,34.075,2141.0219999999995,27.316,,,,,1.0,1.0,7.2,4989.77799963951,2.0
592,7,3,2.337298904745795,333.77199999999993,2307.9960000000005,1345.784,,,259.152,44.739000000000004,769.875,825.582,,3.079,,,0.75,0.3333333333333333,6.75,5219.577999353407,
593,7,0,4.484102912294093,716.0859999999998,2689.6099999999988,,,,,55.55799999999999,124.62100000000001,,,,,,1.0,1.0,8.0,1809.505997896195,1.0
593,7,1,2.611555779336526,13619.168,3288.9119999999994,864.042,,,,34.075,2141.0219999999995,27.316,,,,,1.0,1.0,7.2,4989.77799963951,2.0
593,7,2,2.337298904745795,333.77199999999993,2307.9960000000005,1345.784,,,259.152,44.739000000000004,769.875,825.582,,3.079,,,0.75,0.3333333333333333,6.75,5219.577999353407,
593,7,3,2.650334838506194,459.558,2078.111,1608.3090000000002,,,,35.562,1062.885,1709.094,,,,,0.8,1.0,7.0,5399.912998437882,
594,8,0,2.611555779336526,13619.168,3288.9119999999994,864.042,,,,34.075,2141.0219999999995,27.316,,,,,1.0,1.0,7.2,4989.77799963951,2.0
594,8,1,2.337298904745795,333.77199999999993,2307.9960000000005,1345.784,,,259.152,44.739000000000004,769.875,825.582,,3.079,,,0.75,0.3333333333333333,6.75,5219.577999353407,
594,8,2,2.650334838506194,459.558,2078.111,1608.3090000000002,,,,35.562,1062.885,1709.094,,,,,0.8,1.0,7.0,5399.912998437882,
594,8,3,2.991196044880559,11485.857000000002,3288.8540000000003,109.149,60.552,,,44.38,759.032,391.944,,34.883,,,1.0,1.0,7.0,3284.853999614717,
595,7,0,2.337298904745795,333.77199999999993,2307.9960000000005,1345.784,,,259.152,44.739000000000004,769.875,825.582,,3.079,,,0.75,0.3333333333333333,6.75,5219.577999353407,
595,7,1,2.650334838506194,459.558,2078.111,1608.3090000000002,,,,35.562,1062.885,1709.094,,,,,0.8,1.0,7.0,5399.912998437882,
595,7,2,2.991196044880559,11485.857000000002,3288.8540000000003,109.149,60.552,,,44.38,759.032,391.944,,34.883,,,1.0,1.0,7.0,3284.853999614717,
595,7,3,1.976316601487821,270.6139999999999,920.841,13.036,,5364.334000000001,,8.034,78.019,,,15.057,,,1.0,1.0,8.0,6613.078999757765,1.0
596,6,0,1.3158602150537642,1992.5759999999998,4906.088999999999,,,,,117.06900000000002,5.037,,,,,3.0,0.6666666666666666,0.6666666666666666,4.666666666666667,6933.05800008774,
596,6,1,2.0779024466979115,3243.8109999999997,1842.907999999999,,,,,480.03000000000003,71.613,,,,,7.0,-1.4,0.4,6.6,4756.049000501637,
596,6,2,0.7070505287896597,572.4590000000001,252.169,,,,,104.04200000000002,67.619,,,,,4.0,-0.8,0.8,7.0,996.3209986686709,
596,6,3,2.7333467054727385,384.557,3434.4439999999995,26.125,,,,53.411,,,,,,5.0,-0.4,0.4,6.0,2143.29900097847,
597,6,0,2.0779024466979115,3243.8109999999997,1842.907999999999,,,,,480.03000000000003,71.613,,,,,7.0,-1.4,0.4,6.6,4756.049000501637,
597,6,1,0.7070505287896597,572.4590000000001,252.169,,,,,104.04200000000002,67.619,,,,,4.0,-0.8,0.8,7.0,996.3209986686709,
597,6,2,2.7333467054727385,384.557,3434.4439999999995,26.125,,,,53.411,,,,,,5.0,-0.4,0.4,6.0,2143.29900097847,
597,6,3,2.7180385613644784,1052.3409999999997,3930.7369999999996,,,,,54.303,,,,,,12.0,-1.25,0.25,5.5,4789.015998840334,
598,7,0,0.7070505287896597,572.4590000000001,252.169,,,,,104.04200000000002,67.619,,,,,4.0,-0.8,0.8,7.0,996.3209986686709,
598,7,1,2.7333467054727385,384.557,3434.4439999999995,26.125,,,,53.411,,,,,,5.0,-0.4,0.4,6.0,2143.29900097847,
598,7,2,2.7180385613644784,1052.3409999999997,3930.7369999999996,,,,,54.303,,,,,,12.0,-1.25,0.25,5.5,4789.015998840334,
598,7,3,2.61395582704717,911.1129999999998,3308.5470000000005,,,,,49.532,139.74599999999998,,2.006,,,6.0,-0.6,0.4,6.0,4413.397999525071,
599,7,0,2.7333467054727385,384.557,3434.4439999999995,26.125,,,,53.411,,,,,,5.0,-0.4,0.4,6.0,2143.29900097847,
599,7,1,2.7180385613644784,1052.3409999999997,3930.7369999999996,,,,,54.303,,,,,,12.0,-1.25,0.25,5.5,4789.015998840334,
599,7,2,2.61395582704717,911.1129999999998,3308.5470000000005,,,,,49.532,139.74599999999998,,2.006,,,6.0,-0.6,0.4,6.0,4413.397999525071,
599,7,3,3.172910603521768,880.1670000000003,2165.1169999999997,242.518,,,,47.601,190.399,,66.857,,,7.0,0.0,0.6,6.6,3595.4649984836583,1.0
600,7,0,2.7180385613644784,1052.3409999999997,3930.7369999999996,,,,,54.303,,,,,,12.0,-1.25,0.25,5.5,4789.015998840334,
600,7,1,2.61395582704717,911.1129999999998,3308.5470000000005,,,,,49.532,139.74599999999998,,2.006,,,6.0,-0.6,0.4,6.0,4413.397999525071,
600,7,2,3.172910603521768,880.1670000000003,2165.1169999999997,242.518,,,,47.601,190.399,,66.857,,,7.0,0.0,0.6,6.6,3595.4649984836583,1.0
600,7,3,3.572934360515228,851.3709999999998,1221.546,562.8489999999999,,,,63.667,26.28,,4.047000000000001,,,8.0,-0.6,1.2,6.6,2731.158999204635,1.0
601,7,0,2.61395582704717,911.1129999999998,3308.5470000000005,,,,,49.532,139.74599999999998,,2.006,,,6.0,-0.6,0.4,6.0,4413.397999525071,
601,7,1,3.172910603521768,880.1670000000003,2165.1169999999997,242.518,,,,47.601,190.399,,66.857,,,7.0,0.0,0.6,6.6,3595.4649984836583,1.0
601,7,2,3.572934360515228,851.3709999999998,1221.546,562.8489999999999,,,,63.667,26.28,,4.047000000000001,,,8.0,-0.6,1.2,6.6,2731.158999204635,1.0
601,7,3,3.3109022407008037,608.323,962.6000000000001,85.27600000000001,,,,95.58399999999999,,,,,,10.0,0.2,1.2,7.4,1752.946999788284,2.0
602,7,0,3.172910603521768,880.1670000000003,2165.1169999999997,242.518,,,,47.601,190.399,,66.857,,,7.0,0.0,0.6,6.6,3595.4649984836583,1.0
602,7,1,3.572934360515228,851.3709999999998,1221.546,562.8489999999999,,,,63.667,26.28,,4.047000000000001,,,8.0,-0.6,1.2,6.6,2731.158999204635,1.0
602,7,2,3.3109022407008037,608.323,962.6000000000001,85.27600000000001,,,,95.58399999999999,,,,,,10.0,0.2,1.2,7.4,1752.946999788284,2.0
602,7,3,1.4840444184687314,2877.917999999999,690.436,,,,,50.268,,,,,,5.0,-0.4,0.8,7.0,1024.7169997692104,
603,6,0,3.572934360515228,851.3709999999998,1221.546,562.8489999999999,,,,63.667,26.28,,4.047000000000001,,,8.0,-0.6,1.2,6.6,2731.158999204635,1.0
603,6,1,3.3109022407008037,608.323,962.6000000000001,85.27600000000001,,,,95.58399999999999,,,,,,10.0,0.2,1.2,7.4,1752.946999788284,2.0
603,6,2,1.4840444184687314,2877.917999999999,690.436,,,,,50.268,,,,,,5.0,-0.4,0.8,7.0,1024.7169997692104,
603,6,3,3.122903989181879,857.5339999999994,5208.941,,,,,44.667,,238.21699999999998,,,,6.0,-0.4,1.0,7.2,6191.571999549862,1.0
604,8,0,3.3109022407008037,608.323,962.6000000000001,85.27600000000001,,,,95.58399999999999,,,,,,10.0,0.2,1.2,7.4,1752.946999788284,2.0
604,8,1,1.4840444184687314,2877.917999999999,690.436,,,,,50.268,,,,,,5.0,-0.4,0.8,7.0,1024.7169997692104,
604,8,2,3.122903989181879,857.5339999999994,5208.941,,,,,44.667,,238.21699999999998,,,,6.0,-0.4,1.0,7.2,6191.571999549862,1.0
604,8,3,3.2032039030560058,591.501,4749.214999999999,,,,,49.427,,,8.822,,,1.0,0.0,0.2,6.4,3570.4710009098044,
605,7,0,1.4840444184687314,2877.917999999999,690.436,,,,,50.268,,,,,,5.0,-0.4,0.8,7.0,1024.7169997692104,
605,7,1,3.122903989181879,857.5339999999994,5208.941,,,,,44.667,,238.21699999999998,,,,6.0,-0.4,1.0,7.2,6191.571999549862,1.0
605,7,2,3.2032039030560058,591.501,4749.214999999999,,,,,49.427,,,8.822,,,1.0,0.0,0.2,6.4,3570.4710009098044,
605,7,3,1.8519253164257798,585.067,1181.837,,,,,41.193,47.717,,,,,3.0,-0.2,1.0,7.6,1855.2750003337858,
606,7,0,3.122903989181879,857.5339999999994,5208.941,,,,,44.667,,238.21699999999998,,,,6.0,-0.4,1.0,7.2,6191.571999549862,1.0
606,7,1,3.2032039030560058,591.501,4749.214999999999,,,,,49.427,,,8.822,,,1.0,0.0,0.2,6.4,3570.4710009098044,
606,7,2,1.8519253164257798,585.067,1181.837,,,,,41.193,47.717,,,,,3.0,-0.2,1.0,7.6,1855.2750003337858,
606,7,3,1.7538515406162467,654.474,2433.1160000000004,,,,,42.374,,,,,,2.0,0.0,0.6,6.6,3131.023000478744,
607,8,0,3.2032039030560058,591.501,4749.214999999999,,,,,49.427,,,8.822,,,1.0,0.0,0.2,6.4,3570.4710009098044,
607,8,1,1.8519253164257798,585.067,1181.837,,,,,41.193,47.717,,,,,3.0,-0.2,1.0,7.6,1855.2750003337858,
607,8,2,1.7538515406162467,654.474,2433.1160000000004,,,,,42.374,,,,,,2.0,0.0,0.6,6.6,3131.023000478744,
607,8,3,3.7685076953048906,1470.5149999999999,2113.6769999999997,,,,,195.69899999999998,219.406,,,,,11.0,-0.2,0.4,7.0,3949.334000825882,
608,7,0,1.8519253164257798,585.067,1181.837,,,,,41.193,47.717,,,,,3.0,-0.2,1.0,7.6,1855.2750003337858,
