no,target,t,activity,call,circumplex.arousal,circumplex.valence,frequency,mood,screen,sms,util_apps,com_other_apps,entertain_apps
524,7,1,0.0304742113057525,4.0,-0.2,1.0,9.0,6.4,8644.528000116352,0.0,30.493000000000002,105.761,0.0
524,7,2,0.0123611111111111,0.0,-0.5,0.5,4.0,6.25,138.8190000057221,0.0,82.393,306.345,1.014
524,7,3,0.1440706034463033,4.0,-0.2,0.8,40.0,6.2,4939.44000029564,4.0,1010.3089999999999,1707.121,2216.219
525,7,0,0.0304742113057525,4.0,-0.2,1.0,9.0,6.4,8644.528000116352,0.0,30.493000000000002,105.761,0.0
525,7,1,0.0123611111111111,0.0,-0.5,0.5,4.0,6.25,138.8190000057221,0.0,82.393,306.345,1.014
525,7,2,0.1440706034463033,4.0,-0.2,0.8,40.0,6.2,4939.44000029564,4.0,1010.3089999999999,1707.121,2216.219
525,7,3,0.0874891774891775,1.0,0.0,1.0,11.0,7.0,202.36500000953663,0.0,119.11200000000001,254.738,142.025
526,7,0,0.0123611111111111,0.0,-0.5,0.5,4.0,6.25,138.8190000057221,0.0,82.393,306.345,1.014
526,7,1,0.1440706034463033,4.0,-0.2,0.8,40.0,6.2,4939.44000029564,4.0,1010.3089999999999,1707.121,2216.219
526,7,2,0.0874891774891775,1.0,0.0,1.0,11.0,7.0,202.36500000953663,0.0,119.11200000000001,254.738,142.025
526,7,3,0.1998774980899226,0.0,-0.25,1.0,24.0,6.75,1605.8439996242514,0.0,571.4390000000002,513.369,144.716
527,6,0,0.1440706034463033,4.0,-0.2,0.8,40.0,6.2,4939.44000029564,4.0,1010.3089999999999,1707.121,2216.219
527,6,1,0.0874891774891775,1.0,0.0,1.0,11.0,7.0,202.36500000953663,0.0,119.11200000000001,254.738,142.025
527,6,2,0.1998774980899226,0.0,-0.25,1.0,24.0,6.75,1605.8439996242514,0.0,571.4390000000002,513.369,144.716
527,6,3,0.0864168979340117,0.0,-0.2,1.0,16.0,7.0,2214.007000207897,1.0,387.256,408.015,51.298
528,7,0,0.0874891774891775,1.0,0.0,1.0,11.0,7.0,202.36500000953663,0.0,119.11200000000001,254.738,142.025
528,7,1,0.1998774980899226,0.0,-0.25,1.0,24.0,6.75,1605.8439996242514,0.0,571.4390000000002,513.369,144.716
528,7,2,0.0864168979340117,0.0,-0.2,1.0,16.0,7.0,2214.007000207897,1.0,387.256,408.015,51.298
528,7,3,0.0398968008255934,8.0,0.6,0.8,3.0,6.4,7.27500009536743,1.0,9.241,0.0,0.0
529,7,0,0.1998774980899226,0.0,-0.25,1.0,24.0,6.75,1605.8439996242514,0.0,571.4390000000002,513.369,144.716
529,7,1,0.0864168979340117,0.0,-0.2,1.0,16.0,7.0,2214.007000207897,1.0,387.256,408.015,51.298
529,7,2,0.0398968008255934,8.0,0.6,0.8,3.0,6.4,7.27500009536743,1.0,9.241,0.0,0.0
529,7,3,0.2401566193987008,1.0,-0.6,1.0,5.0,7.2,3191.621999979022,0.0,78.335,9.097,0.0
530,7,0,0.0864168979340117,0.0,-0.2,1.0,16.0,7.0,2214.007000207897,1.0,387.256,408.015,51.298
530,7,1,0.0398968008255934,8.0,0.6,0.8,3.0,6.4,7.27500009536743,1.0,9.241,0.0,0.0
530,7,2,0.2401566193987008,1.0,-0.6,1.0,5.0,7.2,3191.621999979022,0.0,78.335,9.097,0.0
530,7,3,0.1293886382716278,3.0,0.2,1.0,17.0,6.6,1089.7160003185272,1.0,466.976,346.299,276.035
531,7,0,0.0398968008255934,8.0,0.6,0.8,3.0,6.4,7.27500009536743,1.0,9.241,0.0,0.0
531,7,1,0.2401566193987008,1.0,-0.6,1.0,5.0,7.2,3191.621999979022,0.0,78.335,9.097,0.0
531,7,2,0.1293886382716278,3.0,0.2,1.0,17.0,6.6,1089.7160003185272,1.0,466.976,346.299,276.035
531,7,3,0.0395736434108526,0.0,1.0,1.0,16.0,7.0,358.8829996585843,0.0,209.63199999999998,426.342,0.0
532,6,0,0.2401566193987008,1.0,-0.6,1.0,5.0,7.2,3191.621999979022,0.0,78.335,9.097,0.0
532,6,1,0.1293886382716278,3.0,0.2,1.0,17.0,6.6,1089.7160003185272,1.0,466.976,346.299,276.035
532,6,2,0.0395736434108526,0.0,1.0,1.0,16.0,7.0,358.8829996585843,0.0,209.63199999999998,426.342,0.0
532,6,3,0.0,4.0,1.25,1.0,1.0,7.0,19.430999994278,0.0,19.42,0.0,0.0
533,7,0,0.1293886382716278,3.0,0.2,1.0,17.0,6.6,1089.7160003185272,1.0,466.976,346.299,276.035
533,7,1,0.0395736434108526,0.0,1.0,1.0,16.0,7.0,358.8829996585843,0.0,209.63199999999998,426.342,0.0
533,7,2,0.0,4.0,1.25,1.0,1.0,7.0,19.430999994278,0.0,19.42,0.0,0.0
533,7,3,0.0454545454545455,1.0,0.2,0.6,12.0,6.4,112.32100009918216,2.0,103.21000000000001,9.062,0.0
534,7,0,0.0395736434108526,0.0,1.0,1.0,16.0,7.0,358.8829996585843,0.0,209.63199999999998,426.342,0.0
534,7,1,0.0,4.0,1.25,1.0,1.0,7.0,19.430999994278,0.0,19.42,0.0,0.0
534,7,2,0.0454545454545455,1.0,0.2,0.6,12.0,6.4,112.32100009918216,2.0,103.21000000000001,9.062,0.0
534,7,3,0.0341435185185185,4.0,0.8,0.6,16.0,7.0,202.43700027465812,0.0,177.66899999999998,81.969,0.0
535,7,0,0.0,4.0,1.25,1.0,1.0,7.0,19.430999994278,0.0,19.42,0.0,0.0
535,7,1,0.0454545454545455,1.0,0.2,0.6,12.0,6.4,112.32100009918216,2.0,103.21000000000001,9.062,0.0
535,7,2,0.0341435185185185,4.0,0.8,0.6,16.0,7.0,202.43700027465812,0.0,177.66899999999998,81.969,0.0
535,7,3,0.05,1.0,0.6,0.6,1.0,6.6,4.1340000629425,2.0,157.052,53.148,0.0
536,7,0,0.0454545454545455,1.0,0.2,0.6,12.0,6.4,112.32100009918216,2.0,103.21000000000001,9.062,0.0
536,7,1,0.0341435185185185,4.0,0.8,0.6,16.0,7.0,202.43700027465812,0.0,177.66899999999998,81.969,0.0
536,7,2,0.05,1.0,0.6,0.6,1.0,6.6,4.1340000629425,2.0,157.052,53.148,0.0
536,7,3,0.137976645191724,2.0,1.25,1.0,19.0,7.25,705.4270007610321,4.0,375.1909999999999,329.826,0.0
537,7,0,0.0341435185185185,4.0,0.8,0.6,16.0,7.0,202.43700027465812,0.0,177.66899999999998,81.969,0.0
537,7,1,0.05,1.0,0.6,0.6,1.0,6.6,4.1340000629425,2.0,157.052,53.148,0.0
537,7,2,0.137976645191724,2.0,1.25,1.0,19.0,7.25,705.4270007610321,4.0,375.1909999999999,329.826,0.0
537,7,3,0.1464447818704283,3.0,-0.6,1.0,11.0,7.0,445.7089998722076,0.0,277.94500000000005,167.53000000000003,0.0
538,7,0,0.05,1.0,0.6,0.6,1.0,6.6,4.1340000629425,2.0,157.052,53.148,0.0
538,7,1,0.137976645191724,2.0,1.25,1.0,19.0,7.25,705.4270007610321,4.0,375.1909999999999,329.826,0.0
538,7,2,0.1464447818704283,3.0,-0.6,1.0,11.0,7.0,445.7089998722076,0.0,277.94500000000005,167.53000000000003,0.0
538,7,3,0.0097350440723934,0.0,-0.2,1.0,30.0,6.8,2129.2099990844745,4.0,432.703,577.248,1118.142
539,7,0,0.137976645191724,2.0,1.25,1.0,19.0,7.25,705.4270007610321,4.0,375.1909999999999,329.826,0.0
539,7,1,0.1464447818704283,3.0,-0.6,1.0,11.0,7.0,445.7089998722076,0.0,277.94500000000005,167.53000000000003,0.0
539,7,2,0.0097350440723934,0.0,-0.2,1.0,30.0,6.8,2129.2099990844745,4.0,432.703,577.248,1118.142
539,7,3,0.1840579710144928,2.0,1.6,1.0,13.48076923076923,7.2,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
540,7,0,0.1464447818704283,3.0,-0.6,1.0,11.0,7.0,445.7089998722076,0.0,277.94500000000005,167.53000000000003,0.0
540,7,1,0.0097350440723934,0.0,-0.2,1.0,30.0,6.8,2129.2099990844745,4.0,432.703,577.248,1118.142
540,7,2,0.1840579710144928,2.0,1.6,1.0,13.48076923076923,7.2,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
540,7,3,0.0,3.2641509433962264,1.3333333333333333,1.0,13.48076923076923,7.0,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
541,7,0,0.0097350440723934,0.0,-0.2,1.0,30.0,6.8,2129.2099990844745,4.0,432.703,577.248,1118.142
541,7,1,0.1840579710144928,2.0,1.6,1.0,13.48076923076923,7.2,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
541,7,2,0.0,3.2641509433962264,1.3333333333333333,1.0,13.48076923076923,7.0,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
541,7,3,0.0091973244147156,0.0,1.0,1.0,16.0,7.25,739.2569997310636,0.0,397.013,495.379,62.525
542,7,0,0.1840579710144928,2.0,1.6,1.0,13.48076923076923,7.2,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
542,7,1,0.0,3.2641509433962264,1.3333333333333333,1.0,13.48076923076923,7.0,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
542,7,2,0.0091973244147156,0.0,1.0,1.0,16.0,7.25,739.2569997310636,0.0,397.013,495.379,62.525
542,7,3,0.0549439428340109,0.0,0.8,0.8,28.0,6.6,908.7909989356988,1.0,268.77,741.198,204.428
543,5,0,0.0,3.2641509433962264,1.3333333333333333,1.0,13.48076923076923,7.0,1007.4208846183926,1.0,418.75697895927607,310.92060748349235,637.5562307692308
543,5,1,0.0091973244147156,0.0,1.0,1.0,16.0,7.25,739.2569997310636,0.0,397.013,495.379,62.525
543,5,2,0.0549439428340109,0.0,0.8,0.8,28.0,6.6,908.7909989356988,1.0,268.77,741.198,204.428
543,5,3,0.0820141570141569,4.0,0.75,1.0,24.0,7.25,1298.7449998855593,1.0,478.104,836.624,0.0
544,7,0,0.0091973244147156,0.0,1.0,1.0,16.0,7.25,739.2569997310636,0.0,397.013,495.379,62.525
544,7,1,0.0549439428340109,0.0,0.8,0.8,28.0,6.6,908.7909989356988,1.0,268.77,741.198,204.428
544,7,2,0.0820141570141569,4.0,0.75,1.0,24.0,7.25,1298.7449998855593,1.0,478.104,836.624,0.0
544,7,3,0.0137310606060606,3.0,-0.2,-0.2,5.0,5.4,1189.710000038147,1.0,70.905,254.411,345.058
545,7,0,0.0549439428340109,0.0,0.8,0.8,28.0,6.6,908.7909989356988,1.0,268.77,741.198,204.428
545,7,1,0.0820141570141569,4.0,0.75,1.0,24.0,7.25,1298.7449998855593,1.0,478.104,836.624,0.0
545,7,2,0.0137310606060606,3.0,-0.2,-0.2,5.0,5.4,1189.710000038147,1.0,70.905,254.411,345.058
545,7,3,0.0852272727272726,7.0,0.6,1.0,22.0,7.2,333.6949996948248,12.0,205.40699999999998,19.083,0.0
546,7,0,0.0820141570141569,4.0,0.75,1.0,24.0,7.25,1298.7449998855593,1.0,478.104,836.624,0.0
546,7,1,0.0137310606060606,3.0,-0.2,-0.2,5.0,5.4,1189.710000038147,1.0,70.905,254.411,345.058
546,7,2,0.0852272727272726,7.0,0.6,1.0,22.0,7.2,333.6949996948248,12.0,205.40699999999998,19.083,0.0
546,7,3,0.3549107142857142,0.0,0.5,1.0,1.0,6.75,55.5429999828339,3.0,0.914,54.612,0.0
547,8,0,0.0137310606060606,3.0,-0.2,-0.2,5.0,5.4,1189.710000038147,1.0,70.905,254.411,345.058
547,8,1,0.0852272727272726,7.0,0.6,1.0,22.0,7.2,333.6949996948248,12.0,205.40699999999998,19.083,0.0
547,8,2,0.3549107142857142,0.0,0.5,1.0,1.0,6.75,55.5429999828339,3.0,0.914,54.612,0.0
547,8,3,0.1217670011148271,2.0,-0.2,1.0,12.0,7.2,268.6699995994569,0.0,80.74900000000001,187.691,0.0
548,7,0,0.0852272727272726,7.0,0.6,1.0,22.0,7.2,333.6949996948248,12.0,205.40699999999998,19.083,0.0
548,7,1,0.3549107142857142,0.0,0.5,1.0,1.0,6.75,55.5429999828339,3.0,0.914,54.612,0.0
548,7,2,0.1217670011148271,2.0,-0.2,1.0,12.0,7.2,268.6699995994569,0.0,80.74900000000001,187.691,0.0
548,7,3,0.1880952380952379,8.0,1.0,1.0,4.0,8.0,209.3850002288816,1.0,193.25900000000001,15.659,0.0
549,7,0,0.3549107142857142,0.0,0.5,1.0,1.0,6.75,55.5429999828339,3.0,0.914,54.612,0.0
549,7,1,0.1217670011148271,2.0,-0.2,1.0,12.0,7.2,268.6699995994569,0.0,80.74900000000001,187.691,0.0
549,7,2,0.1880952380952379,8.0,1.0,1.0,4.0,8.0,209.3850002288816,1.0,193.25900000000001,15.659,0.0
549,7,3,0.0359265010351966,7.0,-0.5,1.0,34.0,7.0,1285.5090003013609,4.0,663.834,728.0030000000002,420.501
550,7,0,0.1217670011148271,2.0,-0.2,1.0,12.0,7.2,268.6699995994569,0.0,80.74900000000001,187.691,0.0
550,7,1,0.1880952380952379,8.0,1.0,1.0,4.0,8.0,209.3850002288816,1.0,193.25900000000001,15.659,0.0
550,7,2,0.0359265010351966,7.0,-0.5,1.0,34.0,7.0,1285.5090003013609,4.0,663.834,728.0030000000002,420.501
550,7,3,0.0396664652995471,3.0,0.4,1.0,5.0,7.0,736.7540004253391,0.0,25.777,436.982,45.856
551,8,0,0.122731832095955,5.0,0.5,1.5,97.29787234042551,7.0,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
551,8,1,0.122731832095955,1.0,0.6666666666666666,1.3333333333333333,97.29787234042551,8.0,5565.714361885761,1.0,4533.240212709068,2577.275617021277,5500.741646341463
551,8,2,0.122731832095955,1.0,0.5,0.75,97.29787234042551,7.25,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
551,8,3,0.122731832095955,2.484848484848485,0.75,1.0,97.29787234042551,7.5,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
552,7,0,0.122731832095955,1.0,0.6666666666666666,1.3333333333333333,97.29787234042551,8.0,5565.714361885761,1.0,4533.240212709068,2577.275617021277,5500.741646341463
552,7,1,0.122731832095955,1.0,0.5,0.75,97.29787234042551,7.25,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
552,7,2,0.122731832095955,2.484848484848485,0.75,1.0,97.29787234042551,7.5,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
552,7,3,0.122731832095955,2.484848484848485,0.4,0.8,97.29787234042551,7.6,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
553,7,0,0.122731832095955,1.0,0.5,0.75,97.29787234042551,7.25,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
553,7,1,0.122731832095955,2.484848484848485,0.75,1.0,97.29787234042551,7.5,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
553,7,2,0.122731832095955,2.484848484848485,0.4,0.8,97.29787234042551,7.6,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
553,7,3,0.122731832095955,5.0,0.8,1.0,97.29787234042551,7.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
554,6,0,0.122731832095955,2.484848484848485,0.75,1.0,97.29787234042551,7.5,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
554,6,1,0.122731832095955,2.484848484848485,0.4,0.8,97.29787234042551,7.6,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
554,6,2,0.122731832095955,5.0,0.8,1.0,97.29787234042551,7.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
554,6,3,0.122731832095955,2.484848484848485,0.6666666666666666,0.6666666666666666,97.29787234042551,7.333333333333333,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
555,6,0,0.122731832095955,2.484848484848485,0.4,0.8,97.29787234042551,7.6,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
555,6,1,0.122731832095955,5.0,0.8,1.0,97.29787234042551,7.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
555,6,2,0.122731832095955,2.484848484848485,0.6666666666666666,0.6666666666666666,97.29787234042551,7.333333333333333,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
555,6,3,0.122731832095955,2.484848484848485,0.0,0.4,97.29787234042551,6.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
556,7,0,0.122731832095955,5.0,0.8,1.0,97.29787234042551,7.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
556,7,1,0.122731832095955,2.484848484848485,0.6666666666666666,0.6666666666666666,97.29787234042551,7.333333333333333,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
556,7,2,0.122731832095955,2.484848484848485,0.0,0.4,97.29787234042551,6.2,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
556,7,3,0.122731832095955,2.484848484848485,0.2,0.2,97.29787234042551,6.4,5565.714361885761,1.5555555555555556,4533.240212709068,2577.275617021277,5500.741646341463
557,8,0,0.1679744284544574,0.0,0.8,1.0,58.0,7.4,5228.513999462123,0.0,20969.154,7017.318000000002,1395.834
557,8,1,0.1927695875539844,0.0,0.4,0.8,88.0,7.4,5978.720000743861,0.0,3429.597,10118.826,1666.558
557,8,2,0.0700927019004037,0.0,0.8,0.8,62.0,7.4,5473.925999403003,1.0,4089.4159999999993,2845.0440000000003,2145.609
557,8,3,0.1694087382927945,4.0,0.6666666666666666,0.6666666666666666,126.0,7.0,11954.341000080112,0.0,2896.9660000000003,2459.9530000000004,721.9720000000001
558,7,0,0.1927695875539844,0.0,0.4,0.8,88.0,7.4,5978.720000743861,0.0,3429.597,10118.826,1666.558
558,7,1,0.0700927019004037,0.0,0.8,0.8,62.0,7.4,5473.925999403003,1.0,4089.4159999999993,2845.0440000000003,2145.609
558,7,2,0.1694087382927945,4.0,0.6666666666666666,0.6666666666666666,126.0,7.0,11954.341000080112,0.0,2896.9660000000003,2459.9530000000004,721.9720000000001
558,7,3,0.0620226686501575,0.0,0.5,1.0,53.0,7.5,3498.11699962616,0.0,1782.454,1316.1569999999997,1791.6509999999998
559,7,0,0.0700927019004037,0.0,0.8,0.8,62.0,7.4,5473.925999403003,1.0,4089.4159999999993,2845.0440000000003,2145.609
559,7,1,0.1694087382927945,4.0,0.6666666666666666,0.6666666666666666,126.0,7.0,11954.341000080112,0.0,2896.9660000000003,2459.9530000000004,721.9720000000001
559,7,2,0.0620226686501575,0.0,0.5,1.0,53.0,7.5,3498.11699962616,0.0,1782.454,1316.1569999999997,1791.6509999999998
559,7,3,0.0685370970422067,2.0,0.2,0.8,85.0,7.2,7079.621001482015,0.0,2159.212,1819.9110000000005,3070.0419999999995
560,7,0,0.1694087382927945,4.0,0.6666666666666666,0.6666666666666666,126.0,7.0,11954.341000080112,0.0,2896.9660000000003,2459.9530000000004,721.9720000000001
560,7,1,0.0620226686501575,0.0,0.5,1.0,53.0,7.5,3498.11699962616,0.0,1782.454,1316.1569999999997,1791.6509999999998
560,7,2,0.0685370970422067,2.0,0.2,0.8,85.0,7.2,7079.621001482015,0.0,2159.212,1819.9110000000005,3070.0419999999995
560,7,3,0.0906331678707439,0.0,0.4,0.6,67.0,7.2,5825.132001399993,0.0,2427.658,4935.363,2036.394
561,7,0,0.0620226686501575,0.0,0.5,1.0,53.0,7.5,3498.11699962616,0.0,1782.454,1316.1569999999997,1791.6509999999998
561,7,1,0.0685370970422067,2.0,0.2,0.8,85.0,7.2,7079.621001482015,0.0,2159.212,1819.9110000000005,3070.0419999999995
561,7,2,0.0906331678707439,0.0,0.4,0.6,67.0,7.2,5825.132001399993,0.0,2427.658,4935.363,2036.394
561,7,3,0.2510368299862318,1.0,0.6,1.0,99.0,7.2,9430.216000795355,0.0,1898.0410000000002,4147.609999999999,791.014
562,8,0,0.0685370970422067,2.0,0.2,0.8,85.0,7.2,7079.621001482015,0.0,2159.212,1819.9110000000005,3070.0419999999995
562,8,1,0.0906331678707439,0.0,0.4,0.6,67.0,7.2,5825.132001399993,0.0,2427.658,4935.363,2036.394
562,8,2,0.2510368299862318,1.0,0.6,1.0,99.0,7.2,9430.216000795355,0.0,1898.0410000000002,4147.609999999999,791.014
562,8,3,0.2092882156846513,8.0,0.6,0.6,122.0,6.8,5742.628001689911,1.0,3341.377,1450.9639999999993,1680.342
563,7,0,0.0906331678707439,0.0,0.4,0.6,67.0,7.2,5825.132001399993,0.0,2427.658,4935.363,2036.394
563,7,1,0.2510368299862318,1.0,0.6,1.0,99.0,7.2,9430.216000795355,0.0,1898.0410000000002,4147.609999999999,791.014
563,7,2,0.2092882156846513,8.0,0.6,0.6,122.0,6.8,5742.628001689911,1.0,3341.377,1450.9639999999993,1680.342
563,7,3,0.0083333333333333,0.0,1.0,1.0,15.0,8.0,591.533999681473,0.0,284.882,339.25,0.0
564,7,0,0.2510368299862318,1.0,0.6,1.0,99.0,7.2,9430.216000795355,0.0,1898.0410000000002,4147.609999999999,791.014
564,7,1,0.2092882156846513,8.0,0.6,0.6,122.0,6.8,5742.628001689911,1.0,3341.377,1450.9639999999993,1680.342
564,7,2,0.0083333333333333,0.0,1.0,1.0,15.0,8.0,591.533999681473,0.0,284.882,339.25,0.0
564,7,3,0.0979860517653388,0.0,0.5,1.0,58.0,7.25,5835.675001382825,0.0,11606.516000000001,2103.3869999999997,932.084
565,8,0,0.2092882156846513,8.0,0.6,0.6,122.0,6.8,5742.628001689911,1.0,3341.377,1450.9639999999993,1680.342
565,8,1,0.0083333333333333,0.0,1.0,1.0,15.0,8.0,591.533999681473,0.0,284.882,339.25,0.0
565,8,2,0.0979860517653388,0.0,0.5,1.0,58.0,7.25,5835.675001382825,0.0,11606.516000000001,2103.3869999999997,932.084
565,8,3,0.146776392180804,4.0,0.6,1.0,114.0,7.4,5640.406001091005,2.0,3102.226,4332.658,2111.1359999999995
566,7,0,0.0083333333333333,0.0,1.0,1.0,15.0,8.0,591.533999681473,0.0,284.882,339.25,0.0
566,7,1,0.0979860517653388,0.0,0.5,1.0,58.0,7.25,5835.675001382825,0.0,11606.516000000001,2103.3869999999997,932.084
566,7,2,0.146776392180804,4.0,0.6,1.0,114.0,7.4,5640.406001091005,2.0,3102.226,4332.658,2111.1359999999995
566,7,3,0.0901766647503504,1.0,0.25,0.75,89.0,7.5,7401.755999565121,0.0,2975.789,974.3640000000003,1718.0780000000002
567,7,0,0.0979860517653388,0.0,0.5,1.0,58.0,7.25,5835.675001382825,0.0,11606.516000000001,2103.3869999999997,932.084
567,7,1,0.146776392180804,4.0,0.6,1.0,114.0,7.4,5640.406001091005,2.0,3102.226,4332.658,2111.1359999999995
567,7,2,0.0901766647503504,1.0,0.25,0.75,89.0,7.5,7401.755999565121,0.0,2975.789,974.3640000000003,1718.0780000000002
567,7,3,0.124203431372549,1.0,0.2,1.0,85.0,7.2,7496.890001058575,1.0,3056.5459999999994,2608.7309999999998,2304.94
568,7,0,0.146776392180804,4.0,0.6,1.0,114.0,7.4,5640.406001091005,2.0,3102.226,4332.658,2111.1359999999995
568,7,1,0.0901766647503504,1.0,0.25,0.75,89.0,7.5,7401.755999565121,0.0,2975.789,974.3640000000003,1718.0780000000002
568,7,2,0.124203431372549,1.0,0.2,1.0,85.0,7.2,7496.890001058575,1.0,3056.5459999999994,2608.7309999999998,2304.94
568,7,3,0.1598360177404295,1.0,-0.6,0.8,68.0,7.0,4548.271001815795,1.0,1487.074,757.6569999999999,1895.053
569,7,0,0.0901766647503504,1.0,0.25,0.75,89.0,7.5,7401.755999565121,0.0,2975.789,974.3640000000003,1718.0780000000002
569,7,1,0.124203431372549,1.0,0.2,1.0,85.0,7.2,7496.890001058575,1.0,3056.5459999999994,2608.7309999999998,2304.94
569,7,2,0.1598360177404295,1.0,-0.6,0.8,68.0,7.0,4548.271001815795,1.0,1487.074,757.6569999999999,1895.053
569,7,3,0.1891397978682999,3.0,0.2,1.0,67.0,7.0,4252.756000757217,3.0,657.896,1856.1,778.512
570,7,0,0.124203431372549,1.0,0.2,1.0,85.0,7.2,7496.890001058575,1.0,3056.5459999999994,2608.7309999999998,2304.94
570,7,1,0.1598360177404295,1.0,-0.6,0.8,68.0,7.0,4548.271001815795,1.0,1487.074,757.6569999999999,1895.053
570,7,2,0.1891397978682999,3.0,0.2,1.0,67.0,7.0,4252.756000757217,3.0,657.896,1856.1,778.512
570,7,3,0.036888059227794,0.0,0.25,1.25,28.0,7.25,3759.11199951172,1.0,685.9689999999999,771.7379999999999,1823.665
571,7,0,0.1598360177404295,1.0,-0.6,0.8,68.0,7.0,4548.271001815795,1.0,1487.074,757.6569999999999,1895.053
571,7,1,0.1891397978682999,3.0,0.2,1.0,67.0,7.0,4252.756000757217,3.0,657.896,1856.1,778.512
571,7,2,0.036888059227794,0.0,0.25,1.25,28.0,7.25,3759.11199951172,1.0,685.9689999999999,771.7379999999999,1823.665
571,7,3,0.0489995128486177,0.0,1.0,1.0,35.0,7.0,8653.171000480648,0.0,1397.9560000000001,958.8060000000002,1164.872
572,7,0,0.1891397978682999,3.0,0.2,1.0,67.0,7.0,4252.756000757217,3.0,657.896,1856.1,778.512
572,7,1,0.036888059227794,0.0,0.25,1.25,28.0,7.25,3759.11199951172,1.0,685.9689999999999,771.7379999999999,1823.665
572,7,2,0.0489995128486177,0.0,1.0,1.0,35.0,7.0,8653.171000480648,0.0,1397.9560000000001,958.8060000000002,1164.872
572,7,3,0.0260653951663309,3.0,0.4,1.0,114.0,7.0,10594.293999433516,1.0,5263.392,3091.433,2372.613
573,7,0,0.036888059227794,0.0,0.25,1.25,28.0,7.25,3759.11199951172,1.0,685.9689999999999,771.7379999999999,1823.665
573,7,1,0.0489995128486177,0.0,1.0,1.0,35.0,7.0,8653.171000480648,0.0,1397.9560000000001,958.8060000000002,1164.872
573,7,2,0.0260653951663309,3.0,0.4,1.0,114.0,7.0,10594.293999433516,1.0,5263.392,3091.433,2372.613
573,7,3,0.10923143184508,0.0,0.25,1.0,161.0,7.0,6714.672999620438,0.0,2030.507,1805.7409999999995,4358.969
574,7,0,0.0489995128486177,0.0,1.0,1.0,35.0,7.0,8653.171000480648,0.0,1397.9560000000001,958.8060000000002,1164.872
574,7,1,0.0260653951663309,3.0,0.4,1.0,114.0,7.0,10594.293999433516,1.0,5263.392,3091.433,2372.613
574,7,2,0.10923143184508,0.0,0.25,1.0,161.0,7.0,6714.672999620438,0.0,2030.507,1805.7409999999995,4358.969
574,7,3,0.1007738835024844,0.0,1.0,1.0,95.0,6.75,8127.948999881751,0.0,2728.346,3566.3110000000006,2517.9660000000003
575,7,0,0.0260653951663309,3.0,0.4,1.0,114.0,7.0,10594.293999433516,1.0,5263.392,3091.433,2372.613
575,7,1,0.10923143184508,0.0,0.25,1.0,161.0,7.0,6714.672999620438,0.0,2030.507,1805.7409999999995,4358.969
575,7,2,0.1007738835024844,0.0,1.0,1.0,95.0,6.75,8127.948999881751,0.0,2728.346,3566.3110000000006,2517.9660000000003
575,7,3,0.2073736502423655,0.0,0.4,1.0,318.0,7.2,3660.483000040056,0.0,2708.4339999999997,535.3739999999999,952.045
576,7,0,0.10923143184508,0.0,0.25,1.0,161.0,7.0,6714.672999620438,0.0,2030.507,1805.7409999999995,4358.969
576,7,1,0.1007738835024844,0.0,1.0,1.0,95.0,6.75,8127.948999881751,0.0,2728.346,3566.3110000000006,2517.9660000000003
